user_id,duolingo_start_date,daily_goal,highest_course_progress,took_placement_test,purchased_subscription,highest_crown_count,n_active_days,n_lessons_started,n_lessons_completed,longest_streak,n_days_on_platform,
35ce529e72c911e9817fdca9049399ef,10/23/21 16:39,,15,FALSE,FALSE,71,47,142,113,3,216,
35d0138772c911e9915bdca9049399ef,4/11/21 6:14,20,5,FALSE,FALSE,6,2,,,0,411,
35ce114f72c911e998fddca9049399ef,4/23/22 13:53,,1,FALSE,FALSE,0,1,,,0,34,
35ca4c1472c911e9b5addca9049399ef,1/30/20 20:26,10,48,FALSE,FALSE,69,51,133,108,5,848,
35d70f0772c911e98c54dca9049399ef,1/11/18 15:11,,15,FALSE,FALSE,,2,,,0,1597,
35d4ca4a72c911e9a209dca9049399ef,10/13/20 13:59,20,32,TRUE,FALSE,101,7,15,14,2,591,
35d32b5472c911e9b4fcdca9049399ef,4/6/22 16:04,,13,FALSE,FALSE,59,52,389,373,49,51,
35cdb23d72c911e988e3dca9049399ef,5/1/22 5:45,30,3,FALSE,TRUE,18,27,163,159,27,26,
35cc3b6e72c911e9be51dca9049399ef,5/1/22 1:05,30,12,TRUE,TRUE,43,27,247,213,24,26,
35d0bb3872c911e9a93edca9049399ef,1/5/22 13:42,20,32,TRUE,FALSE,254,95,1010,928,124,142,
35d0435772c911e98066dca9049399ef,7/13/17 2:17,20,45,FALSE,TRUE,63,65,138,113,44,1779,
35d0b2f072c911e9b50fdca9049399ef,6/12/21 8:33,,36,TRUE,FALSE,36,5,48,43,4,349,
35d5351472c911e98202dca9049399ef,5/13/20 8:24,,31,FALSE,FALSE,,5,3,2,1,744,
35cc280572c911e98922dca9049399ef,3/7/18 0:18,10,62,TRUE,TRUE,240,91,781,726,645,1542,
35ce980a72c911e9abcadca9049399ef,12/7/19 17:21,50,33,TRUE,TRUE,176,94,773,751,894,902,
35cc4dab72c911e997fadca9049399ef,4/1/22 1:26,30,17,TRUE,TRUE,78,52,440,393,57,56,
35d2ccb872c911e9a386dca9049399ef,5/24/22 12:42,,4,FALSE,FALSE,6,3,15,15,3,3,
35d3302372c911e98d24dca9049399ef,2/20/17 13:39,50,62,FALSE,TRUE,184,93,278,263,188,1922,
35ccb2d772c911e9b020dca9049399ef,3/13/21 4:42,50,20,FALSE,FALSE,156,78,676,492,29,440,
35cb1ef872c911e99d38dca9049399ef,9/26/20 23:56,,64,TRUE,TRUE,358,95,764,742,232,608,
35d72a7d72c911e9afb4dca9049399ef,4/14/22 6:04,,3,FALSE,FALSE,,33,153,146,9,43,
35cbf0dc72c911e9a4d7dca9049399ef,8/5/17 10:48,16,31,FALSE,FALSE,262,44,179,178,13,1756,
35ce195172c911e983c6dca9049399ef,12/5/21 10:10,,21,FALSE,FALSE,56,34,56,54,75,173,
35d64ae672c911e9bfe5dca9049399ef,12/16/20 14:43,,83,TRUE,FALSE,595,90,940,889,92,527,
35d1084272c911e99237dca9049399ef,5/23/20 2:59,10,35,TRUE,TRUE,240,89,230,210,392,734,
35caab3072c911e991e8dca9049399ef,1/23/20 21:21,50,14,TRUE,FALSE,41,1,3,2,0,855,
35ce263572c911e9be97dca9049399ef,7/19/17 23:03,,4,FALSE,TRUE,22,43,175,176,43,1773,
35cefbc572c911e988c8dca9049399ef,1/31/21 8:16,,64,TRUE,TRUE,292,93,751,514,279,481,
35cc4d0c72c911e98286dca9049399ef,9/21/18 3:12,10,64,FALSE,TRUE,490,51,116,76,35,1344,
35d1ee7d72c911e9a9f9dca9049399ef,5/16/21 18:40,,30,FALSE,TRUE,121,92,257,246,232,376,
35d5c6e872c911e99df0dca9049399ef,8/28/20 10:18,20,49,TRUE,TRUE,116,31,79,76,7,637,
35cd247072c911e9b03edca9049399ef,10/21/19 9:36,10,26,FALSE,FALSE,72,82,96,94,64,949,
35d4284c72c911e99f3bdca9049399ef,7/14/18 18:29,10,31,TRUE,TRUE,228,93,140,131,163,1413,
35d436de72c911e9a89cdca9049399ef,4/27/22 8:23,,18,TRUE,FALSE,102,30,334,315,30,30,
35cf2ca172c911e99133dca9049399ef,2/22/21 21:41,,38,TRUE,TRUE,117,20,369,361,18,459,
35cf7cb572c911e9860cdca9049399ef,5/20/22 10:12,20,11,FALSE,TRUE,35,8,166,161,8,7,
35d16ce172c911e9a367dca9049399ef,3/8/22 15:59,,16,TRUE,FALSE,39,44,208,208,6,80,
35d321e172c911e9ac9bdca9049399ef,3/21/22 17:23,,9,TRUE,FALSE,79,41,123,111,23,67,
35d2eefa72c911e98f38dca9049399ef,5/15/22 4:04,,31,FALSE,FALSE,84,13,419,414,13,12,
35d1de4772c911e99514dca9049399ef,11/4/21 9:26,30,44,TRUE,TRUE,161,82,167,145,5,204,
35d2527d72c911e989b4dca9049399ef,7/7/20 19:30,50,61,FALSE,TRUE,90,20,162,158,17,689,
35cdb4f872c911e9bc7ddca9049399ef,9/26/17 10:04,,64,FALSE,TRUE,240,94,269,233,179,1704,
35cd74dc72c911e9b8cedca9049399ef,12/20/18 3:58,20,51,FALSE,FALSE,33,4,8,5,1,1254,
35d0c92b72c911e9987edca9049399ef,1/6/22 3:47,,19,FALSE,FALSE,93,91,437,395,107,141,
35d0a1b872c911e98955dca9049399ef,5/14/20 2:18,,31,TRUE,FALSE,,78,336,299,54,743,
35ce48bd72c911e9bf10dca9049399ef,12/11/21 13:36,,20,FALSE,FALSE,144,7,5,5,26,167,
35d2716e72c911e99c81dca9049399ef,5/12/22 12:11,,16,TRUE,FALSE,24,2,10,9,1,15,
35ce81d972c911e99de5dca9049399ef,1/5/21 13:38,,31,TRUE,TRUE,117,11,49,49,4,507,
35d2337a72c911e99f7adca9049399ef,9/8/19 13:35,,8,TRUE,FALSE,23,11,43,40,5,992,
35d176b072c911e98541dca9049399ef,2/28/22 13:52,,21,TRUE,FALSE,103,87,390,381,86,88,
35caf78f72c911e9b0abdca9049399ef,8/14/19 10:20,30,64,FALSE,TRUE,250,86,309,271,698,1017,
35d2f65172c911e985f6dca9049399ef,8/6/21 21:25,,3,FALSE,FALSE,8,5,25,16,1,294,
35d5731e72c911e9ace1dca9049399ef,4/28/21 15:35,50,33,TRUE,TRUE,320,95,2701,2397,281,394,
35d35fe672c911e99ae8dca9049399ef,3/30/22 9:32,,13,TRUE,FALSE,35,12,43,34,2,58,
35d5280072c911e9a545dca9049399ef,8/10/18 12:23,20,59,TRUE,FALSE,133,63,88,74,5,1386,
35d4407072c911e9be75dca9049399ef,10/12/19 11:28,30,11,FALSE,FALSE,23,11,40,34,1,958,
35d797a172c911e9a604dca9049399ef,5/24/22 1:17,20,11,FALSE,FALSE,15,2,27,26,2,3,
35ca3fee72c911e98716dca9049399ef,9/19/21 22:22,10,64,FALSE,TRUE,165,83,461,372,24,250,
35cb1e4f72c911e9b2e9dca9049399ef,5/25/22 1:57,,21,TRUE,FALSE,38,3,25,25,3,2,
35d6906372c911e9b8f4dca9049399ef,2/18/22 9:11,,3,FALSE,FALSE,,3,17,14,1,98,
35d0cd5c72c911e9a5f7dca9049399ef,7/17/20 20:03,,64,TRUE,FALSE,353,95,635,613,680,679,
35cb404c72c911e9b3bddca9049399ef,9/29/21 16:51,20,59,FALSE,TRUE,212,93,537,507,200,240,
35d6f36872c911e98a60dca9049399ef,8/14/21 15:36,,17,TRUE,FALSE,43,62,121,107,37,286,
35cb169e72c911e9be77dca9049399ef,9/24/21 3:02,20,42,FALSE,TRUE,58,95,221,219,223,245,
35cb009472c911e98feadca9049399ef,5/30/17 4:04,,23,FALSE,TRUE,163,86,681,627,38,1823,
35d597b872c911e9ae5fdca9049399ef,5/13/21 16:05,30,64,TRUE,TRUE,129,89,322,301,173,379,
35ce7d2172c911e9bdc5dca9049399ef,12/25/21 19:00,,7,FALSE,FALSE,40,33,175,157,8,153,
35d27a6172c911e9acf9dca9049399ef,5/24/22 11:27,,3,FALSE,FALSE,3,4,12,12,4,3,
35cdfd9472c911e98905dca9049399ef,5/24/22 15:45,,9,FALSE,FALSE,15,4,35,32,3,3,
35cc612872c911e98147dca9049399ef,7/12/17 21:48,,39,FALSE,FALSE,104,61,451,447,4,1780,
35d0b04072c911e98841dca9049399ef,1/3/21 0:41,,33,TRUE,FALSE,221,82,79,51,74,509,
35d6c2a172c911e9a0d6dca9049399ef,3/20/22 19:56,,11,FALSE,FALSE,66,63,515,435,16,68,
35d1fcc072c911e9b3f9dca9049399ef,4/29/22 8:09,20,4,TRUE,TRUE,17,26,141,140,13,28,
35d75d1e72c911e99e02dca9049399ef,5/12/22 5:16,,10,FALSE,FALSE,54,16,174,153,9,15,
35cea0e872c911e98f7adca9049399ef,2/15/18 11:58,,13,FALSE,TRUE,60,60,292,276,57,1562,
35d0df7072c911e9bb28dca9049399ef,6/29/21 14:46,20,35,FALSE,TRUE,106,64,156,142,13,332,
35d6b4cc72c911e9ab8adca9049399ef,6/26/21 17:03,,58,TRUE,FALSE,149,93,211,191,90,335,
35cf192372c911e9bb77dca9049399ef,3/20/22 21:00,20,23,FALSE,TRUE,45,68,280,240,45,68,
35ccdaa672c911e986b6dca9049399ef,5/8/20 3:46,10,9,FALSE,FALSE,21,2,29,25,2,749,
35d6c30572c911e9a65fdca9049399ef,6/18/18 16:02,10,58,TRUE,TRUE,352,67,51,45,108,1439,
35d6c05172c911e9bacddca9049399ef,9/26/21 12:49,,8,TRUE,FALSE,,3,13,12,1,243,
35d23cf872c911e98e65dca9049399ef,5/5/22 14:10,20,3,FALSE,TRUE,7,18,55,46,7,22,
35d4d14772c911e99207dca9049399ef,4/14/17 11:42,,31,FALSE,TRUE,230,91,1561,1461,40,1869,
35d1e50072c911e9bbe9dca9049399ef,1/22/21 5:59,50,41,TRUE,TRUE,126,6,6,2,0,490,
35cd7d4c72c911e9a465dca9049399ef,11/16/20 10:14,10,29,FALSE,FALSE,54,3,15,15,2,557,
35d67d8572c911e9928adca9049399ef,5/24/22 12:45,,5,TRUE,FALSE,12,4,65,63,4,3,
35ce734772c911e98c0bdca9049399ef,4/3/22 6:34,30,19,TRUE,TRUE,43,15,73,72,8,54,
35cca14572c911e9b901dca9049399ef,7/16/18 13:08,30,32,TRUE,FALSE,245,81,331,320,161,1411,
35d5362372c911e9b845dca9049399ef,4/27/22 15:54,20,13,FALSE,TRUE,63,24,414,353,23,30,
35cfc91472c911e9babcdca9049399ef,4/23/22 10:27,30,27,TRUE,FALSE,44,3,39,38,1,34,
35d07f1172c911e9988adca9049399ef,7/17/18 4:15,,31,TRUE,FALSE,241,92,124,112,163,1410,
35ce65e172c911e99b11dca9049399ef,10/18/18 12:12,,35,TRUE,FALSE,345,72,400,388,183,1317,
35cdc70c72c911e9a7a2dca9049399ef,9/1/17 21:23,,83,TRUE,FALSE,307,95,756,709,600,1729,
35cd0c6b72c911e9b9d9dca9049399ef,10/1/21 16:24,20,14,FALSE,FALSE,25,10,40,29,2,238,
35d23b6672c911e9bc42dca9049399ef,7/28/21 21:14,10,18,TRUE,TRUE,84,91,130,121,297,303,
35cd84b872c911e989c8dca9049399ef,6/8/21 12:12,,6,FALSE,FALSE,,8,14,14,1,353,
35d709cc72c911e9bda0dca9049399ef,5/24/22 15:25,,4,TRUE,FALSE,6,3,23,23,1,3,
35d3410c72c911e9aa28dca9049399ef,7/30/20 19:43,,37,TRUE,FALSE,208,69,222,209,90,666,
35d1e6a372c911e98a95dca9049399ef,1/8/22 17:10,,14,TRUE,FALSE,119,89,536,516,126,139,
35d1ffde72c911e980a9dca9049399ef,12/27/20 19:12,,4,FALSE,FALSE,,8,16,15,26,516,
35ccb49972c911e981b5dca9049399ef,11/21/17 9:51,,25,TRUE,FALSE,38,1,,,0,1648,
35cd35a872c911e9af6cdca9049399ef,3/12/22 17:52,,4,FALSE,FALSE,,68,183,178,16,76,
35cf126172c911e9a585dca9049399ef,8/24/21 19:49,,27,TRUE,TRUE,152,89,470,453,213,276,
35d56d4272c911e9a335dca9049399ef,11/29/17 1:58,,5,FALSE,FALSE,4,1,,,0,1640,
35caca8f72c911e9b414dca9049399ef,3/30/21 22:35,,34,TRUE,TRUE,,95,474,450,108,423,
35d03d1772c911e9a524dca9049399ef,3/26/22 8:13,,31,TRUE,FALSE,77,9,87,63,2,62,
35d2da4f72c911e99d6bdca9049399ef,3/3/18 5:01,,76,FALSE,FALSE,7,11,72,57,2,1546,
35cf105972c911e9a001dca9049399ef,2/24/21 19:36,,33,TRUE,FALSE,148,82,192,190,51,457,
35d1720072c911e99b4fdca9049399ef,11/30/21 14:36,,15,FALSE,FALSE,63,3,11,10,1,178,
35cafaba72c911e9a9d2dca9049399ef,4/27/17 15:33,,3,FALSE,FALSE,3,5,4,3,1,1856,
35ccfb9472c911e9bf4cdca9049399ef,12/26/21 8:07,50,32,TRUE,FALSE,119,94,1052,980,100,152,
35cc63b572c911e98b41dca9049399ef,4/24/22 2:58,50,25,FALSE,TRUE,58,33,197,137,26,33,
35d71e0772c911e98db1dca9049399ef,5/20/22 14:22,,1,FALSE,FALSE,0,1,1,1,0,7,
35ceba5472c911e9a455dca9049399ef,10/28/17 7:19,30,15,FALSE,TRUE,99,88,431,403,118,1672,
35d2a60c72c911e9bac8dca9049399ef,4/29/22 23:15,20,1,TRUE,FALSE,0,18,37,20,0,28,
35d3447a72c911e997d9dca9049399ef,5/24/22 6:31,20,14,TRUE,FALSE,20,4,6,6,1,3,
35d40e5172c911e99bdddca9049399ef,5/18/22 13:04,20,25,TRUE,FALSE,55,9,104,102,7,9,
35cead6872c911e9a4f0dca9049399ef,3/16/22 10:29,,16,TRUE,TRUE,116,56,529,506,67,72,
35ccbb1472c911e992d2dca9049399ef,10/30/21 11:41,50,32,FALSE,TRUE,239,89,1036,1021,185,209,
35d443b872c911e9a639dca9049399ef,4/23/22 14:34,,2,FALSE,FALSE,1,6,11,7,2,34,
35cfed5472c911e994fadca9049399ef,3/19/22 0:57,,10,FALSE,FALSE,58,36,240,234,16,69,
35d7632b72c911e9a8b3dca9049399ef,4/14/19 3:12,,58,TRUE,TRUE,343,90,186,161,641,1139,
35d651a872c911e9a54edca9049399ef,5/9/22 16:04,,1,FALSE,FALSE,0,1,2,1,0,18,
35cadabd72c911e99f31dca9049399ef,4/15/22 15:37,,11,FALSE,TRUE,84,37,616,567,30,42,
35d4387872c911e9bd1edca9049399ef,4/19/22 5:40,,9,FALSE,FALSE,15,5,23,14,4,38,
35cb7d5172c911e9929fdca9049399ef,6/9/21 6:53,10,7,FALSE,TRUE,43,91,253,238,95,352,
35d4ba2872c911e99db4dca9049399ef,4/26/18 19:15,,20,FALSE,FALSE,58,1,4,3,1,1492,
35d5829772c911e990b3dca9049399ef,8/5/20 21:41,20,26,FALSE,FALSE,104,26,51,11,2,660,
35ca5bbd72c911e9acb5dca9049399ef,9/14/21 16:56,20,51,TRUE,TRUE,258,12,174,166,3,255,
35cf56d172c911e99f25dca9049399ef,10/13/21 13:49,,18,FALSE,FALSE,84,90,345,324,72,226,
35ca043572c911e9bd63dca9049399ef,2/26/17 21:15,20,58,TRUE,TRUE,263,76,228,222,611,1916,
35cb511972c911e9ae2bdca9049399ef,7/18/21 1:13,,20,TRUE,TRUE,149,95,385,373,216,313,
35cdb69c72c911e99623dca9049399ef,12/17/20 22:58,30,57,TRUE,TRUE,181,95,384,377,524,526,
35d4fa0572c911e98735dca9049399ef,5/5/22 14:18,,2,FALSE,FALSE,3,12,30,26,4,22,
35ca277872c911e98956dca9049399ef,10/21/20 14:23,,64,FALSE,TRUE,176,75,193,192,565,583,
35d16bde72c911e9bf36dca9049399ef,7/13/20 14:50,50,41,FALSE,TRUE,209,49,272,238,26,683,
35d12ecf72c911e9abdddca9049399ef,7/8/18 4:43,,31,TRUE,TRUE,171,85,977,941,25,1419,
35d22fe172c911e9b3b2dca9049399ef,4/27/17 7:29,,7,FALSE,FALSE,28,84,348,348,52,1856,
35cad61772c911e9923fdca9049399ef,8/30/17 9:43,,34,TRUE,TRUE,302,90,189,187,387,1731,
35d6138c72c911e9bed4dca9049399ef,10/29/19 20:47,,31,TRUE,FALSE,99,2,1,0,0,941,
35d24ed172c911e99f04dca9049399ef,6/25/21 14:42,20,23,TRUE,FALSE,78,8,14,14,2,336,
35cbcf7572c911e9b8dbdca9049399ef,4/29/22 12:24,20,7,FALSE,TRUE,29,29,206,204,28,28,
35cd16ba72c911e990fedca9049399ef,5/23/22 20:29,,6,FALSE,FALSE,7,4,25,25,4,4,
35cb3e4572c911e992a2dca9049399ef,5/25/22 2:56,20,3,FALSE,TRUE,6,3,31,31,4,2,
35cf33f872c911e98241dca9049399ef,5/24/22 17:51,,2,FALSE,FALSE,5,4,50,39,3,3,
35ccc62e72c911e9ab61dca9049399ef,1/11/16 1:27,,58,FALSE,TRUE,253,76,157,152,92,2328,
35d3c1b872c911e9a370dca9049399ef,6/3/17 15:11,20,71,TRUE,FALSE,218,92,659,656,216,1819,
35cdbe4f72c911e9866fdca9049399ef,4/14/19 15:12,,64,TRUE,FALSE,299,94,390,373,881,1139,
35cc8fae72c911e9beb4dca9049399ef,5/12/20 23:03,30,23,FALSE,FALSE,51,73,188,172,5,745,
35d6adba72c911e99446dca9049399ef,5/27/21 1:40,,52,TRUE,FALSE,,3,19,18,1,365,
35d599c072c911e9a76fdca9049399ef,12/31/21 12:52,,9,FALSE,FALSE,35,41,212,205,27,147,
35cceeeb72c911e9bd46dca9049399ef,10/5/21 13:01,10,32,FALSE,FALSE,75,50,199,179,8,234,
35d302dc72c911e9beccdca9049399ef,2/6/22 20:01,30,28,FALSE,TRUE,127,93,883,853,54,110,
35d29d2372c911e9b1d0dca9049399ef,1/2/22 4:30,30,19,TRUE,TRUE,99,52,565,485,7,145,
35cdd82872c911e9b4d7dca9049399ef,2/9/22 17:02,,44,FALSE,TRUE,118,93,431,424,88,107,
35ca76a872c911e9b31edca9049399ef,10/25/17 7:29,10,57,FALSE,FALSE,147,86,118,87,604,1675,
35d77cb872c911e98279dca9049399ef,8/20/19 16:42,30,18,TRUE,FALSE,56,53,241,198,51,1011,
35d5ed5972c911e984a4dca9049399ef,6/10/20 16:26,,12,FALSE,FALSE,37,15,26,19,3,716,
35cf921172c911e9a52ddca9049399ef,12/1/20 9:24,,5,FALSE,FALSE,12,23,130,109,6,542,
35d6114772c911e9b472dca9049399ef,5/23/22 10:21,,3,FALSE,FALSE,8,4,39,39,5,4,
35d5c8dc72c911e9a663dca9049399ef,4/10/22 13:27,30,3,TRUE,FALSE,6,6,52,42,3,47,
35d4efc772c911e9a0acdca9049399ef,5/26/19 17:46,,27,TRUE,FALSE,146,4,5,4,5,1097,
35cf282372c911e98c4adca9049399ef,4/26/19 17:25,10,31,FALSE,FALSE,204,94,138,133,263,1127,
35d250f872c911e99616dca9049399ef,5/4/18 13:29,30,16,FALSE,TRUE,72,59,202,172,12,1484,
35cf20de72c911e9a4b5dca9049399ef,2/4/22 8:54,,31,TRUE,FALSE,129,95,451,437,113,112,
35cfb68772c911e987c8dca9049399ef,3/2/22 11:51,,31,TRUE,TRUE,124,81,204,186,67,86,
35d2adf072c911e9b18adca9049399ef,4/30/22 16:56,10,9,FALSE,FALSE,13,22,68,41,2,27,
35d26ee672c911e9ac70dca9049399ef,4/7/22 19:16,,7,TRUE,FALSE,36,51,218,216,35,50,
35d6771e72c911e99e12dca9049399ef,1/12/21 8:30,,4,FALSE,FALSE,4,3,9,6,1,500,
35ca44bd72c911e9a728dca9049399ef,10/28/18 21:35,,58,TRUE,TRUE,153,79,339,331,135,1307,
35d27efd72c911e99f5edca9049399ef,7/20/20 23:03,,14,FALSE,FALSE,75,46,312,303,8,676,
35d28ac772c911e98c39dca9049399ef,11/5/20 2:30,20,62,FALSE,TRUE,150,78,368,359,50,568,
35d64f6372c911e9a7fedca9049399ef,11/4/18 19:16,,61,FALSE,FALSE,94,41,132,126,6,1300,
35d3b29172c911e984b3dca9049399ef,8/7/21 17:06,,11,FALSE,FALSE,,3,2,2,0,293,
35cb779172c911e9bff2dca9049399ef,5/8/20 1:11,10,37,TRUE,FALSE,198,74,218,196,12,749,
35cee56172c911e9883cdca9049399ef,11/16/21 16:21,,27,TRUE,FALSE,193,95,706,700,159,192,
35cca2fa72c911e998a0dca9049399ef,8/14/20 13:49,,32,FALSE,FALSE,178,41,77,68,30,651,
35d7364a72c911e9b871dca9049399ef,1/29/20 7:34,,50,TRUE,TRUE,181,67,139,118,774,849,
35d1717d72c911e9a780dca9049399ef,9/21/19 13:05,,58,TRUE,FALSE,607,95,1378,1111,978,979,
35cca96e72c911e99d5ddca9049399ef,2/21/22 7:03,20,5,FALSE,FALSE,13,17,95,92,3,95,
35ce84e372c911e9aa56dca9049399ef,6/9/21 11:27,,33,TRUE,FALSE,157,88,291,264,38,352,
35cf6d0c72c911e997cddca9049399ef,12/19/20 21:45,,72,TRUE,TRUE,345,95,1154,1142,293,524,
35d3b64f72c911e9924cdca9049399ef,12/25/21 13:19,,54,TRUE,FALSE,,37,100,87,3,153,
35d2491e72c911e9b96fdca9049399ef,11/23/20 9:26,,33,TRUE,TRUE,155,94,189,165,67,550,
35d0627a72c911e996b9dca9049399ef,5/14/19 5:48,20,36,TRUE,FALSE,131,63,154,134,7,1109,
35d5607372c911e9b5ebdca9049399ef,7/5/21 19:15,,31,TRUE,FALSE,182,89,713,706,71,326,
35d38efa72c911e9b2b9dca9049399ef,12/6/21 15:11,20,25,TRUE,FALSE,41,95,230,210,133,172,
35ce521e72c911e9b6ecdca9049399ef,9/28/20 20:37,,21,TRUE,FALSE,41,83,196,182,53,606,
35d293b072c911e9a042dca9049399ef,12/9/20 19:00,20,23,FALSE,TRUE,57,93,250,202,275,534,
35ce903072c911e98962dca9049399ef,3/9/22 12:29,,13,FALSE,FALSE,97,70,961,828,33,79,
35d213d772c911e992a4dca9049399ef,3/6/17 15:24,,64,FALSE,TRUE,133,94,155,140,900,1908,
35cebb6372c911e99a13dca9049399ef,9/27/20 17:06,,80,TRUE,FALSE,89,48,102,90,5,607,
35d4cda672c911e9aa61dca9049399ef,4/26/22 8:11,20,14,TRUE,FALSE,22,30,91,85,15,31,
35ce936672c911e991fadca9049399ef,7/19/20 17:44,,31,TRUE,FALSE,,45,123,122,16,677,
35d0017d72c911e996a4dca9049399ef,12/27/21 17:04,,33,FALSE,FALSE,10,4,1,0,0,151,
35d470a372c911e9877edca9049399ef,4/5/21 17:24,,31,FALSE,FALSE,,95,281,277,77,417,
35d2b3ae72c911e98eb1dca9049399ef,2/13/22 2:43,,7,TRUE,FALSE,9,1,2,0,1,103,
35ca3a9472c911e9be95dca9049399ef,2/3/17 18:15,1,51,FALSE,TRUE,296,95,352,331,305,1939,
35ccb24272c911e9a1e0dca9049399ef,8/16/19 1:31,30,32,FALSE,FALSE,280,85,388,377,260,1015,
35cd900f72c911e98b68dca9049399ef,5/24/22 18:45,,3,FALSE,FALSE,8,3,36,36,2,3,
35d5e4a172c911e98bc9dca9049399ef,11/22/21 2:34,30,13,TRUE,FALSE,19,5,15,11,1,186,
35cf27ca72c911e9958edca9049399ef,6/10/17 13:56,30,64,TRUE,TRUE,233,92,570,426,618,1812,
35ca00d772c911e992e8dca9049399ef,6/5/21 17:43,20,10,FALSE,FALSE,19,9,20,8,2,356,
35cd283a72c911e9a732dca9049399ef,3/25/22 16:27,20,42,TRUE,TRUE,77,62,228,218,62,63,
35d079cc72c911e990a6dca9049399ef,8/10/18 9:48,20,31,TRUE,TRUE,134,77,158,154,144,1386,
35ce386872c911e9a802dca9049399ef,9/20/20 15:08,,49,FALSE,FALSE,216,40,320,247,5,614,
35d0118072c911e98769dca9049399ef,10/17/20 16:47,10,36,FALSE,FALSE,7,15,19,18,3,587,
35cf510a72c911e995f3dca9049399ef,4/29/21 2:57,30,83,TRUE,FALSE,264,93,485,448,392,393,
35cb5f4572c911e9a714dca9049399ef,5/25/18 21:45,30,64,FALSE,TRUE,113,58,224,221,28,1463,
35d3314f72c911e998fadca9049399ef,5/18/22 5:18,,10,FALSE,FALSE,17,4,5,5,1,9,
35cb87ee72c911e9b24bdca9049399ef,11/8/17 10:45,30,50,TRUE,TRUE,105,48,172,146,6,1661,
35cc028272c911e9a576dca9049399ef,4/29/18 20:37,10,41,FALSE,TRUE,101,63,856,839,43,1489,
35cadede72c911e98694dca9049399ef,1/21/22 12:37,,16,FALSE,FALSE,,74,236,206,42,126,
35cab1d472c911e989b1dca9049399ef,5/4/17 22:27,,13,FALSE,TRUE,97,92,410,375,101,1849,
35cdf82672c911e9bd94dca9049399ef,5/24/22 23:04,,26,TRUE,FALSE,54,4,35,30,4,3,
35d0923572c911e98488dca9049399ef,9/13/20 0:41,,24,TRUE,FALSE,76,2,6,5,0,621,
35ce74e172c911e9aef7dca9049399ef,10/4/21 17:20,,28,TRUE,FALSE,122,89,200,187,103,235,
35d1493872c911e99451dca9049399ef,4/12/22 15:58,,11,TRUE,FALSE,29,21,60,73,2,45,
35d2c0ba72c911e986f0dca9049399ef,4/25/22 10:20,,7,TRUE,FALSE,44,32,380,364,30,32,
35cdbdc272c911e9aabfdca9049399ef,11/23/19 10:54,,15,FALSE,TRUE,62,59,147,129,47,916,
35d3559772c911e98201dca9049399ef,5/27/19 15:50,30,31,FALSE,FALSE,57,3,3,0,0,1096,
35d5bb8a72c911e99ee6dca9049399ef,7/25/20 17:30,20,48,TRUE,FALSE,202,78,293,284,58,671,
35cd1ac072c911e9b44edca9049399ef,5/23/22 12:53,50,13,TRUE,FALSE,19,5,56,49,5,4,
35d08f2872c911e98debdca9049399ef,2/5/17 16:21,,34,FALSE,FALSE,122,32,593,534,30,1937,
35cda08a72c911e9a2e3dca9049399ef,12/22/20 12:36,50,20,FALSE,FALSE,36,7,9,5,0,521,
35ce6d9172c911e99edbdca9049399ef,4/6/22 20:27,,10,TRUE,FALSE,41,46,225,214,21,51,
35cf158c72c911e9a01adca9049399ef,8/14/19 20:32,,23,FALSE,TRUE,268,95,395,359,497,1017,
35ce0ea672c911e99bf8dca9049399ef,9/19/21 20:42,20,43,FALSE,FALSE,83,95,364,357,57,250,
35cdad3d72c911e9aa58dca9049399ef,11/3/20 5:25,20,69,TRUE,FALSE,250,44,170,120,6,570,
35d604c772c911e9b183dca9049399ef,4/13/22 13:23,,5,FALSE,FALSE,6,3,49,27,1,44,
35cf18a172c911e9bda5dca9049399ef,1/9/18 7:15,20,24,TRUE,TRUE,179,76,597,493,76,1599,
35d593f872c911e990ffdca9049399ef,12/28/20 10:31,,9,TRUE,FALSE,,3,,,0,515,
35d1e8b572c911e9a49bdca9049399ef,3/28/22 13:27,50,26,TRUE,TRUE,117,60,490,416,46,60,
35d07bdc72c911e9b148dca9049399ef,5/24/22 7:00,,9,TRUE,FALSE,23,4,43,41,4,3,
35cea82b72c911e99981dca9049399ef,9/14/19 21:57,50,31,TRUE,TRUE,219,93,488,475,898,986,
35ce37e672c911e98fa4dca9049399ef,10/31/21 11:03,30,16,TRUE,FALSE,24,13,44,33,1,208,
35d2096872c911e9bf21dca9049399ef,9/6/21 22:06,,47,TRUE,TRUE,203,94,395,372,251,263,
35d177b372c911e9aee6dca9049399ef,2/19/22 19:25,50,19,FALSE,TRUE,160,94,1538,1433,95,97,
35ce215472c911e9bd50dca9049399ef,2/12/22 7:36,,21,TRUE,FALSE,84,74,255,241,13,104,
35cd6fab72c911e98f9bdca9049399ef,9/16/20 8:18,20,17,FALSE,FALSE,33,28,60,58,27,618,
35d628d772c911e9a669dca9049399ef,1/23/21 10:21,,28,TRUE,TRUE,182,72,337,317,9,489,
35d3c8d472c911e9b625dca9049399ef,7/11/20 3:57,,20,FALSE,FALSE,42,29,105,92,4,685,
35d2908772c911e98ddadca9049399ef,4/6/22 18:35,20,14,FALSE,TRUE,95,52,582,576,51,51,
